********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 966, 512, 10
MM, 967, 511, 10
MM, 967, 511, 20
MM, 968, 511, 10
MM, 968, 510, 20
MM, 973, 510, 380
MM, 979, 510, 0
MM, 984, 510, 12
MM, 990, 510, 8
MM, 993, 511, 0
MM, 996, 511, 10
MM, 998, 512, 11
MM, 1002, 513, 4
MM, 1005, 514, 11
MM, 1006, 515, 4
MM, 1009, 516, 10
MM, 1011, 517, 0
MM, 1013, 518, 10
MM, 1014, 518, 10
MM, 1016, 520, 0
MM, 1018, 521, 15
MM, 1019, 522, 5
MM, 1021, 524, 10
MM, 1023, 525, 0
MM, 1026, 525, 11
MM, 1027, 525, 9
MM, 1028, 526, 0
MM, 1030, 527, 10
MM, 1031, 528, 10
MM, 1033, 528, 8
MM, 1034, 528, 2
MM, 1034, 528, 11
MM, 1035, 529, 9
MM, 1036, 529, 0
MM, 1036, 530, 10
MM, 1036, 530, 10
MM, 1037, 530, 21
MM, 1038, 530, 9
MM, 1039, 530, 20
MM, 1039, 531, 30
MM, 1039, 531, 20
MM, 1039, 532, 20
MM, 1031, 536, 1050
MM, 1019, 543, 0
MM, 999, 551, 10
MM, 975, 558, 10
MM, 945, 565, 5
MM, 922, 570, 5
MM, 898, 575, 10
MM, 873, 578, 0
MM, 850, 582, 10
MM, 825, 585, 10
MM, 802, 588, 0
MM, 773, 594, 10
MM, 747, 597, 10
MM, 720, 604, 10
MM, 696, 611, 0
MM, 676, 616, 10
MM, 661, 621, 10
MM, 646, 624, 9
MM, 637, 627, 5
MM, 632, 627, 7
MM, 629, 628, 9
MM, 626, 628, 0
MM, 626, 628, 41
MM, 626, 627, 30
MM, 626, 627, 39
MM, 626, 626, 20
MM, 627, 626, 10
MM, 627, 625, 14
MM, 627, 625, 6
MM, 628, 624, 0
MM, 628, 624, 10
MM, 630, 623, 10
MM, 634, 622, 10
MM, 638, 619, 0
MM, 642, 617, 10
MM, 646, 615, 11
MM, 649, 613, 0
MM, 652, 611, 9
MM, 656, 609, 10
MM, 658, 607, 10
MM, 660, 606, 0
MM, 662, 605, 10
MM, 664, 605, 10
MM, 664, 605, 0
MM, 664, 605, 10
MM, 665, 604, 10
MM, 666, 604, 0
MM, 666, 604, 10
MM, 667, 604, 10
MM, 668, 604, 10
MM, 668, 604, 11
MM, 669, 604, 9
MM, 670, 604, 0
MM, 671, 603, 10
MM, 671, 603, 10
MM, 672, 603, 5
MM, 673, 603, 15
MM, 673, 603, 10
MM, 674, 602, 0
MM, 675, 602, 10
MM, 676, 602, 11
MM, 676, 602, 0
MM, 677, 602, 9
MM, 678, 602, 11
MM, 679, 601, 0
MM, 681, 600, 9
MM, 684, 599, 10
MM, 687, 599, 10
MM, 690, 598, 0
MM, 694, 597, 10
MM, 698, 596, 11
MM, 704, 595, 9
MM, 706, 594, 11
MM, 708, 593, 9
MM, 711, 592, 0
MM, 712, 591, 10
MM, 713, 590, 10
MM, 715, 590, 0
MM, 716, 590, 10
MM, 717, 590, 11
MM, 718, 590, 0
MM, 719, 589, 9
MM, 720, 589, 10
MM, 721, 588, 10
MM, 721, 588, 0
MM, 723, 587, 20
MM, 724, 587, 0
MM, 724, 587, 10
MM, 725, 587, 10
MM, 726, 586, 5
MM, 727, 586, 10
MM, 729, 586, 5
MM, 732, 585, 10
MM, 733, 585, 0
MM, 735, 584, 10
MM, 736, 584, 11
MM, 738, 583, 0
MM, 740, 583, 9
MM, 741, 583, 10
MM, 743, 583, 10
MM, 746, 583, 0
MM, 747, 582, 10
MM, 749, 582, 10
MM, 750, 582, 6
MM, 751, 581, 4
MM, 753, 581, 11
MM, 755, 580, 9
MM, 755, 580, 0
MM, 756, 579, 11
MM, 757, 579, 9
MM, 757, 579, 0
MM, 758, 579, 10
MM, 759, 578, 10
MM, 760, 578, 10
MM, 760, 578, 10
MM, 761, 578, 10
MM, 762, 578, 0
MM, 762, 578, 10
MM, 763, 578, 21
MM, 764, 577, 10
MM, 765, 577, 9
MM, 765, 577, 10
MM, 766, 577, 10
MM, 767, 577, 0
MM, 767, 577, 10
MM, 768, 577, 10
MM, 768, 576, 0
MM, 769, 576, 10
MM, 770, 576, 10
MM, 770, 576, 0
MM, 771, 576, 20
MM, 772, 576, 10
MM, 772, 576, 21
MM, 773, 576, 20
MM, 774, 576, 9
MM, 775, 576, 21
MM, 775, 575, 630
MM, 775, 575, 9
MM, 776, 574, 10
MM, 777, 574, 20
MM, 777, 574, 20
MM, 778, 574, 0
MM, 779, 574, 10
MM, 779, 573, 10
MM, 780, 573, 10
MM, 781, 572, 11
MM, 782, 572, 0
MM, 782, 572, 14
MM, 782, 572, 5
MM, 783, 572, 10
MM, 784, 572, 0
MM, 784, 571, 10
MM, 785, 571, 11
MM, 786, 570, 0
MM, 787, 570, 14
MM, 788, 570, 5
MM, 789, 569, 10
MM, 790, 569, 0
MM, 790, 569, 12
MM, 792, 569, 8
MM, 792, 568, 2
MM, 793, 568, 8
MM, 795, 568, 10
MM, 795, 567, 0
MM, 796, 567, 10
MM, 797, 567, 10
MM, 798, 567, 10
MM, 799, 567, 0
MM, 800, 566, 10
MM, 800, 566, 11
MM, 802, 565, 4
MM, 803, 565, 5
MM, 803, 564, 11
MM, 804, 564, 9
MM, 806, 564, 2
MM, 806, 564, 8
MM, 807, 564, 10
MM, 808, 564, 0
MM, 809, 564, 10
MM, 809, 564, 11
MM, 810, 564, 4
MM, 811, 564, 10
MM, 811, 564, 5
MM, 812, 564, 0
MM, 813, 564, 20
MM, 813, 564, 10
MM, 814, 564, 0
MM, 815, 564, 12
MM, 816, 564, 8
MM, 816, 564, 0
MM, 817, 564, 20
MM, 818, 564, 10
MM, 818, 564, 5
MM, 820, 564, 5
MM, 821, 564, 10
MM, 821, 564, 0
MM, 822, 564, 10
MM, 825, 564, 10
MM, 827, 563, 10
MM, 829, 563, 5
MM, 831, 563, 7
MM, 834, 563, 8
MM, 838, 562, 0
MM, 842, 561, 10
MM, 846, 560, 10
MM, 850, 560, 0
MM, 854, 558, 10
MM, 856, 557, 10
MM, 860, 556, 10
MM, 863, 556, 5
MM, 864, 556, 5
MM, 867, 555, 11
MM, 869, 555, 4
MM, 869, 554, 5
MM, 870, 554, 12
MM, 871, 554, 8
MM, 872, 554, 0
MM, 872, 554, 10
MM, 873, 554, 10
MM, 874, 554, 5
MM, 874, 554, 15
MM, 875, 554, 0
MM, 876, 554, 15
MM, 877, 554, 5
MM, 877, 554, 10
MM, 878, 554, 10
MM, 879, 554, 10
MM, 879, 554, 2
MM, 880, 554, 8
MM, 881, 554, 10
MM, 882, 554, 10
MM, 882, 554, 11
MM, 883, 554, 11
MM, 884, 554, 0
MM, 884, 554, 8
MM, 885, 554, 10
MM, 887, 553, 0
MM, 887, 553, 10
MM, 888, 553, 11
MM, 890, 553, 0
MM, 890, 553, 11
MM, 891, 553, 8
MM, 892, 553, 10
MM, 893, 553, 5
MM, 894, 553, 5
MM, 896, 552, 11
MM, 897, 552, 0
MM, 900, 552, 9
MM, 901, 552, 10
MM, 904, 552, 10
MM, 906, 551, 5
MM, 908, 551, 5
MM, 910, 550, 11
MM, 913, 550, 2
MM, 914, 550, 9
MM, 917, 550, 8
MM, 919, 550, 0
MM, 921, 550, 10
MM, 924, 550, 10
MM, 927, 550, 10
MM, 930, 550, 0
MM, 933, 550, 10
MM, 936, 550, 10
MM, 939, 550, 5
MM, 942, 551, 5
MM, 946, 552, 10
MM, 949, 552, 0
MM, 952, 553, 10
MM, 955, 554, 12
MM, 959, 554, 8
MM, 962, 554, 0
MM, 966, 555, 10
MM, 968, 555, 10
MM, 972, 556, 0
MM, 975, 556, 10
MM, 978, 556, 12
MM, 981, 557, 8
MM, 984, 557, 0
MM, 987, 558, 10
MM, 988, 558, 10
MM, 990, 559, 0
MM, 991, 559, 10
MM, 992, 559, 11
MM, 992, 559, 4
MM, 992, 560, 5
MM, 999, 560, 3680
MM, 1006, 560, 0
MM, 1014, 561, 10
MM, 1023, 562, 11
MM, 1033, 564, 0
MM, 1040, 566, 9
MM, 1047, 567, 10
MM, 1053, 568, 10
MM, 1060, 570, 0
MM, 1063, 570, 10
MM, 1067, 572, 10
MM, 1069, 573, 0
MM, 1072, 575, 10
MM, 1076, 577, 10
MM, 1079, 578, 0
MM, 1081, 580, 10
MM, 1082, 581, 10
MM, 1085, 583, 0
MM, 1087, 584, 15
MM, 1089, 585, 5
MM, 1090, 586, 11
MM, 1092, 587, 0
MM, 1094, 589, 9
MM, 1096, 592, 11
MM, 1097, 593, 9
MM, 1100, 596, 0
MM, 1105, 601, 10
MM, 1108, 605, 10
MM, 1111, 608, 0
MM, 1119, 617, 21
MM, 1123, 620, 0
MM, 1127, 623, 11
MM, 1132, 627, 8
MM, 1135, 628, 10
MM, 1139, 630, 0
MM, 1143, 633, 10
MM, 1147, 633, 10
MM, 1150, 634, 0
MM, 1154, 634, 10
MM, 1159, 634, 11
MM, 1162, 634, 0
MM, 1166, 634, 9
MM, 1168, 634, 11
MM, 1172, 633, 9
MM, 1175, 632, 0
MM, 1177, 631, 12
MM, 1179, 629, 9
MM, 1183, 627, 9
MM, 1184, 627, 11
MM, 1184, 627, 9
MM, 1185, 627, 0
MM, 1186, 626, 10
MM, 1187, 626, 10
MM, 1187, 625, 10
MM, 1187, 625, 10
MM, 1187, 624, 0
MM, 1188, 624, 10
MM, 1189, 624, 20
MM, 1189, 624, 131
MM, 1189, 623, 9
MM, 1190, 623, 21
MM, 1190, 622, 0
MM, 1191, 622, 120
MM, 1191, 622, 5
MM, 1192, 622, 7
MM, 1192, 621, 7
MM, 1192, 621, 0
MM, 1193, 620, 30
MM, 1194, 620, 10
MM, 1194, 620, 10
MM, 1195, 620, 10
MM, 1196, 620, 10
MM, 1197, 620, 10
MM, 1197, 620, 14
MM, 1198, 619, 6
MM, 1199, 619, 0
MM, 1199, 619, 10
MM, 1200, 619, 10
MM, 1201, 619, 10
MM, 1202, 619, 10
MM, 1202, 618, 10
MM, 1203, 618, 6
MM, 1204, 618, 4
MM, 1204, 617, 15
MM, 1205, 617, 5
MM, 1206, 617, 10
MM, 1207, 617, 10
MM, 1207, 617, 1
MM, 1208, 616, 10
MM, 1209, 616, 9
MM, 1209, 616, 10
MM, 1210, 616, 10
MM, 1211, 616, 21
MM, 1212, 616, 9
MM, 1212, 616, 20
MM, 1212, 616, 580
MM, 1211, 616, 11
MM, 1209, 617, 9
MM, 1206, 618, 5
MM, 1204, 620, 5
MM, 1200, 622, 10
MM, 1196, 624, 0
MM, 1193, 625, 10
MM, 1189, 626, 11
MM, 1185, 627, 0
MM, 1181, 627, 9
MM, 1178, 627, 10
MM, 1174, 627, 10
MM, 1170, 627, 0
MM, 1165, 627, 10
MM, 1158, 627, 10
MM, 1152, 627, 0
MM, 1143, 627, 15
MM, 1138, 627, 5
MM, 1131, 627, 0
MM, 1126, 627, 10
MM, 1119, 626, 10
MM, 1114, 626, 10
MM, 1105, 625, 0
MM, 1098, 625, 10
MM, 1088, 625, 11
MM, 1078, 623, 0
MM, 1065, 622, 9
MM, 1053, 621, 10
MM, 1041, 619, 10
MM, 1028, 618, 0
MM, 1014, 617, 10
MM, 1001, 617, 10
MM, 991, 615, 0
MM, 982, 615, 10
MM, 972, 616, 11
MM, 963, 617, 0
MM, 955, 617, 9
MM, 945, 618, 10
MM, 934, 621, 10
MM, 927, 623, 0
MM, 924, 623, 10
MM, 918, 625, 10
MM, 913, 626, 0
MM, 910, 626, 11
MM, 907, 627, 9
MM, 904, 628, 5
MM, 901, 629, 5
MM, 899, 629, 10
MM, 898, 629, 10
MM, 895, 630, 0
MM, 893, 630, 10
MM, 893, 630, 10
MM, 892, 630, 8
MM, 891, 630, 7
MM, 890, 630, 15
MM, 890, 630, 20
MM, 889, 630, 10
MM, 888, 630, 20
MM, 888, 630, 10
MM, 887, 630, 10
MM, 886, 630, 10
MM, 885, 630, 10
MM, 885, 630, 5
MM, 883, 630, 5
MM, 881, 630, 10
MM, 879, 630, 16
MM, 876, 630, 4
MM, 875, 630, 10
MM, 872, 630, 1
MM, 869, 630, 9
MM, 866, 630, 11
MM, 862, 630, 0
MM, 858, 631, 9
MM, 855, 631, 10
MM, 852, 631, 0
MM, 848, 632, 10
MM, 844, 632, 10
MM, 840, 632, 10
MM, 836, 633, 0
MM, 833, 633, 10
MM, 829, 634, 11
MM, 824, 634, 9
MM, 820, 634, 0
MM, 816, 634, 11
MM, 814, 634, 9
MM, 811, 634, 0
MM, 807, 634, 10
MM, 804, 634, 11
MM, 802, 633, 0
MM, 798, 633, 9
MM, 794, 633, 11
MM, 792, 633, 0
MM, 790, 633, 14
MM, 788, 633, 5
MM, 786, 632, 10
MM, 786, 632, 5
MM, 785, 631, 5
MM, 784, 631, 11
MM, 784, 631, 0
MM, 783, 631, 19
MM, 782, 631, 341
MM, 781, 631, 20
MM, 781, 631, 9
MM, 780, 631, 11
MM, 779, 631, 9
MM, 779, 631, 21
MM, 779, 631, 39
MM, 779, 631, 11
MM, 781, 630, 0
MM, 782, 629, 9
MM, 785, 629, 11
MM, 789, 628, 0
MM, 796, 627, 9
MM, 801, 626, 10
MM, 808, 626, 10
MM, 815, 625, 5
MM, 824, 624, 5
MM, 832, 624, 10
MM, 841, 623, 5
MM, 847, 623, 5
MM, 854, 623, 10
MM, 863, 623, 9
MM, 868, 623, 6
MM, 873, 623, 5
MM, 878, 623, 10
MM, 883, 623, 5
MM, 887, 623, 5
MM, 892, 623, 10
MM, 897, 623, 5
MM, 903, 624, 10
MM, 906, 624, 5
MM, 910, 624, 5
MM, 914, 624, 10
MM, 917, 624, 5
MM, 919, 624, 10
MM, 922, 624, 6
MM, 925, 624, 4
MM, 927, 624, 10
MM, 930, 624, 7
MM, 934, 624, 8
MM, 935, 624, 5
MM, 937, 624, 9
MM, 940, 624, 1
MM, 940, 624, 10
MM, 941, 624, 10
MM, 942, 624, 7
MM, 943, 624, 3
MM, 943, 624, 18
MM, 944, 624, 12
MM, 945, 624, 20
MM, 967, 611, 1264
MM, 1008, 582, 6
MM, 1041, 552, 0
MM, 1079, 517, 10
MM, 1110, 482, 10
MM, 1141, 450, 11
MM, 1175, 408, 4
MM, 1214, 363, 5
MM, 1246, 321, 10
MM, 1276, 277, 0
MM, 1304, 233, 10
MM, 1323, 197, 10
MM, 1340, 170, 0
MM, 1348, 151, 10
MM, 1351, 139, 10
MM, 1353, 129, 10
MM, 1353, 122, 5
MM, 1353, 118, 5
MM, 1352, 116, 10
MM, 1350, 112, 0
MM, 1346, 108, 11
MM, 1342, 106, 9
MM, 1339, 103, 0
MM, 1336, 102, 15
MM, 1332, 98, 5
MM, 1329, 97, 10
MM, 1327, 95, 5
MM, 1325, 93, 5
MM, 1324, 90, 10
MM, 1322, 87, 5
MM, 1322, 86, 5
MM, 1321, 83, 10
MM, 1321, 80, 10
MM, 1322, 76, 0
MM, 1323, 73, 11
MM, 1325, 70, 9
MM, 1328, 66, 0
MM, 1329, 64, 10
MM, 1332, 61, 10
MM, 1334, 59, 0
MM, 1336, 57, 10
MM, 1338, 56, 10
MM, 1339, 55, 10
MM, 1339, 54, 0
MM, 1340, 53, 20
MM, 1341, 53, 10
MM, 1341, 53, 15
MM, 1341, 52, 5
MM, 1342, 52, 10
MM, 1342, 51, 10
MM, 1343, 51, 0
MM, 1343, 51, 10
MM, 1343, 50, 12
MM, 1344, 50, 0
MM, 1345, 50, 8
MM, 1346, 50, 10
MM, 1346, 49, 10
MM, 1346, 49, 0
MM, 1347, 48, 21
MM, 1348, 48, 9
MM, 1348, 47, 10
MM, 1348, 46, 15
MM, 1348, 46, 5
MM, 1348, 45, 0
MM, 1348, 43, 10
MM, 1348, 43, 10
MM, 1347, 42, 10
MM, 1347, 41, 0
MM, 1347, 40, 15
MM, 1347, 40, 5
MM, 1347, 39, 20
MM, 1347, 38, 10
MM, 1347, 38, 20
MM, 1347, 37, 10
MM, 1347, 36, 20
MM, 1347, 35, 10
MM, 1348, 35, 10
MM, 1348, 34, 0
MM, 1349, 33, 12
MM, 1350, 32, 8
MM, 1351, 32, 0
MM, 1351, 31, 10
MM, 1351, 30, 10
MM, 1352, 30, 10
MM, 1353, 29, 11
MM, 1353, 28, 9
MM, 1353, 27, 0
MM, 1353, 27, 20
MM, 1353, 26, 10
MM, 1353, 25, 21
MM, 1353, 25, 20
MM, 1352, 25, 9
MM, 1352, 25, 121
MP, 1, 164
MR, 1, 216
MC, 1, 0
MM, 1364, 19, 329
MM, 1389, 8, 0
MM, 1417, -1, 10
MM, 1441, -7, 10
MM, 1459, -6, 0
MM, 1474, -5, 14
MM, 1496, -7, 6
MM, 1517, -6, 6
MM, 1542, -9, 9
MM, 1562, -6, 5
MM, 1586, -7, 0
MM, 1603, -4, 10
MM, 1620, -5, 10
MM, 1635, -4, 10
MM, 1650, -2, 0
MM, 1664, -3, 10
MM, 1674, -1, 11
MM, 1686, -2, 0
MM, 1694, 0, 9
MM, 1701, 0, 10
MM, 1706, 0, 10
MM, 1710, 0, 0
MM, 1714, 0, 10
MM, 1716, 0, 11
MM, 1718, 0, 0
MM, 1720, 0, 9
MM, 1721, 0, 10
MM, 1723, 0, 0
MM, 1724, 0, 10
MM, 1724, 0, 10
MM, 1725, 0, 10
MM, 1727, 0, 0
MM, 1727, 0, 10
MM, 1729, 0, 10
MM, 1731, 0, 4
MM, 1734, 1, 6
MM, 1738, 1, 10
MM, 1741, 1, 10
MM, 1744, 2, 0
MM, 1747, 2, 10
MM, 1751, 3, 10
MM, 1753, 3, 0
MM, 1754, 3, 10
MM, 1757, 3, 10
MM, 1758, 3, 0
MM, 1758, 3, 10
MM, 1759, 3, 10
MM, 1760, 3, 10
MM, 1760, 3, 5
MM, 1761, 3, 15
MM, 1762, 3, 10
MM, 1763, 3, 20
MP, 1, 891
MR, 1, 219
MC, 1, 0
MM, 1743, 14, 450
MM, 1711, 28, 10
MM, 1673, 43, 10
MM, 1641, 54, 10
MM, 1611, 64, 5
MM, 1573, 74, 5
MM, 1528, 93, 10
MM, 1481, 106, 5
MM, 1435, 124, 10
MM, 1394, 139, 5
MM, 1352, 157, 5
MM, 1306, 178, 10
MM, 1264, 198, 5
MM, 1224, 220, 10
MM, 1182, 238, 5
MM, 1132, 264, 5
MM, 1086, 289, 10
MM, 1037, 313, 5
MM, 993, 338, 10
MM, 960, 356, 5
MM, 931, 372, 10
MM, 912, 382, 5
MM, 899, 387, 5
MM, 891, 390, 10
MM, 888, 391, 0
MM, 886, 391, 10
MM, 886, 391, 40
MM, 886, 391, 0
MM, 887, 391, 10
MM, 888, 390, 11
MM, 890, 389, 4
MM, 893, 388, 10
MM, 894, 387, 5
MM, 896, 386, 5
MM, 898, 385, 5
MM, 899, 384, 20
MM, 899, 384, 11
MM, 899, 384, 43
MM, 900, 384, 16
MM, 901, 384, 10
MM, 901, 383, 10
MM, 904, 382, 0
MM, 906, 382, 17
MM, 912, 380, 3
MM, 919, 379, 10
MM, 927, 379, 0
MM, 938, 376, 10
MM, 949, 373, 10
MM, 965, 371, 0
MM, 977, 368, 10
MM, 989, 365, 10
MM, 1002, 363, 10
MM, 1017, 360, 5
MM, 1032, 359, 5
MM, 1051, 357, 11
MM, 1067, 356, 0
MM, 1085, 356, 14
MM, 1103, 356, 5
MM, 1124, 354, 0
MM, 1142, 353, 10
MM, 1159, 352, 10
MM, 1179, 352, 10
MM, 1196, 350, 0
MM, 1213, 349, 10
MM, 1229, 349, 11
MM, 1247, 349, 0
MM, 1264, 349, 9
MM, 1277, 351, 10
MM, 1292, 352, 10
MM, 1306, 355, 5
MM, 1321, 356, 5
MM, 1331, 359, 10
MM, 1343, 359, 0
MM, 1352, 360, 10
MM, 1357, 360, 10
MM, 1362, 361, 10
MM, 1368, 362, 0
MM, 1371, 362, 10
MM, 1374, 363, 10
MM, 1378, 364, 5
MM, 1381, 365, 5
MM, 1385, 368, 10
MM, 1387, 370, 0
MM, 1389, 372, 10
MM, 1391, 375, 11
MM, 1393, 379, 9
MM, 1395, 381, 0
MM, 1396, 383, 10
MM, 1397, 384, 10
MM, 1397, 386, 0
MM, 1398, 387, 10
MM, 1398, 387, 11
MM, 1399, 387, 0
MM, 1400, 389, 9
MM, 1401, 390, 10
MM, 1402, 391, 10
MM, 1404, 391, 0
MM, 1408, 394, 10
MM, 1412, 397, 10
MM, 1415, 399, 8
MM, 1420, 402, 2
MM, 1426, 404, 10
MM, 1432, 406, 0
MM, 1436, 407, 10
MM, 1438, 408, 10
MM, 1441, 408, 10
MM, 1445, 408, 0
MM, 1447, 407, 11
MM, 1448, 406, 10
MM, 1451, 406, 0
MM, 1453, 405, 9
MM, 1453, 404, 10
MM, 1455, 403, 10
MM, 1457, 402, 0
MM, 1458, 401, 10
MM, 1459, 401, 10
MM, 1460, 401, 0
MM, 1461, 401, 11
MM, 1461, 400, 9
MM, 1462, 400, 0
MM, 1463, 400, 10
MM, 1463, 400, 10
MM, 1464, 400, 10
MM, 1465, 400, 0
MM, 1466, 399, 20
MM, 1466, 399, 0
MM, 1466, 407, 9100
MM, 1469, 418, 10
MM, 1470, 431, 0
MM, 1474, 443, 10
MM, 1478, 460, 10
MM, 1483, 477, 0
MM, 1487, 491, 10
MM, 1491, 506, 10
MM, 1497, 521, 10
MM, 1499, 533, 0
MM, 1503, 542, 10
MM, 1507, 549, 11
MM, 1508, 555, 0
MM, 1510, 559, 9
MM, 1512, 563, 10
MM, 1514, 566, 10
MM, 1515, 570, 0
MM, 1516, 574, 10
MM, 1517, 579, 11
MM, 1518, 582, 0
MM, 1519, 587, 9
MM, 1520, 591, 11
MM, 1521, 595, 0
MM, 1521, 598, 9
MM, 1522, 604, 10
MM, 1522, 610, 10
MM, 1523, 616, 0
MM, 1523, 621, 10
MM, 1523, 626, 10
MM, 1523, 632, 0
MM, 1522, 637, 10
MM, 1520, 644, 10
MM, 1518, 648, 0
MM, 1518, 652, 11
MM, 1516, 657, 9
MM, 1514, 661, 10
MM, 1512, 668, 0
MM, 1508, 676, 10
MM, 1503, 682, 10
MM, 1498, 688, 0
MM, 1495, 695, 15
MM, 1489, 700, 5
MM, 1485, 706, 0
MM, 1479, 711, 15
MM, 1473, 714, 5
MM, 1471, 717, 10
MM, 1446, 725, 190
MM, 1418, 735, 10
MM, 1383, 747, 12
MM, 1346, 759, 0
MM, 1312, 767, 13
MM, 1277, 780, 5
MM, 1244, 787, 10
MM, 1210, 797, 5
MM, 1178, 809, 5
MM, 1147, 819, 11
MM, 1118, 832, 0
MM, 1083, 849, 9
MM, 1053, 865, 10
MM, 1027, 880, 10
MM, 1009, 893, 5
MM, 996, 904, 5
MM, 986, 912, 10
MM, 981, 915, 5
MM, 980, 917, 5
MM, 980, 917, 11
MM, 975, 921, 230
MM, 967, 926, 9
MM, 957, 931, 0
MM, 945, 937, 10
MM, 934, 942, 10
MM, 920, 948, 5
MM, 906, 953, 5
MM, 893, 959, 13
MM, 882, 965, 7
MM, 873, 969, 0
MM, 864, 974, 10
MM, 858, 979, 11
MM, 851, 982, 0
MM, 848, 984, 9
MM, 844, 986, 10
MM, 841, 988, 10
MM, 839, 990, 0
MM, 837, 992, 10
MM, 836, 993, 10
MM, 834, 994, 5
MM, 832, 994, 5
MM, 830, 996, 11
MM, 828, 997, 2
MM, 826, 998, 7
MM, 824, 999, 10
MM, 824, 1000, 10
MM, 823, 1000, 0
MM, 822, 1000, 10
MM, 821, 1000, 10
MM, 821, 1000, 0
MM, 820, 1001, 10
MM, 819, 1002, 10
MM, 819, 1002, 10
MM, 818, 1002, 20
MM, 821, 1002, 1260
MM, 830, 1002, 10
MM, 833, 1002, 10
MM, 837, 1002, 0
MM, 839, 1002, 10
MM, 840, 1002, 11
MM, 842, 1002, 9
MM, 843, 1002, 0
MM, 843, 1002, 10
MM, 845, 1002, 10
MM, 847, 1002, 0
MM, 850, 1002, 10
MM, 853, 1002, 11
MM, 858, 1004, 0
MM, 866, 1008, 9
MM, 875, 1012, 10
MM, 884, 1016, 10
MM, 889, 1019, 0
MM, 894, 1021, 10
MM, 898, 1023, 10
MM, 899, 1024, 6
MM, 901, 1024, 4
MM, 902, 1025, 10
MM, 902, 1025, 0
MM, 904, 1026, 10
MM, 905, 1026, 10
MM, 905, 1026, 10
MM, 906, 1026, 0
MM, 909, 1027, 10
MM, 911, 1028, 10
MM, 913, 1030, 0
MM, 917, 1031, 10
MM, 919, 1032, 10
MM, 921, 1033, 10
MM, 924, 1034, 6
MM, 926, 1034, 4
MM, 929, 1035, 10
MM, 930, 1035, 0
MM, 931, 1036, 10
MM, 932, 1036, 11
MM, 932, 1037, 4
MM, 933, 1037, 5
MM, 934, 1037, 10
MM, 934, 1037, 10
MM, 935, 1037, 10
MM, 936, 1037, 20
MM, 937, 1037, 11
MM, 937, 1038, 30
MM, 937, 1038, 9
MM, 937, 1039, 11
MM, 938, 1040, 0
MM, 939, 1040, 19
MM, 939, 1041, 10
MM, 939, 1042, 0
MM, 939, 1042, 10
MM, 939, 1043, 11
MM, 940, 1044, 4
MM, 941, 1044, 15
MM, 941, 1045, 5
MM, 942, 1045, 15
MM, 942, 1045, 10
MM, 942, 1046, 10
MM, 942, 1047, 40
MM, 943, 1047, 2720
MM, 944, 1047, 20
MM, 944, 1047, 15
MM, 957, 1039, 1796
MM, 989, 1013, 9
MM, 1026, 989, 0
MM, 1064, 958, 15
MM, 1109, 922, 5
MM, 1160, 886, 5
MM, 1212, 847, 5
MM, 1272, 806, 10
MM, 1333, 765, 10
MM, 1401, 721, 0
MM, 1468, 674, 10
MM, 1533, 628, 10
MM, 1597, 587, 5
MM, 1648, 553, 10
MM, 1697, 527, 5
MM, 1736, 510, 10
MM, 1766, 494, 0
MM, 1785, 485, 10
MM, 1799, 479, 10
MM, 1808, 474, 5
MM, 1812, 472, 5
MM, 1812, 471, 10
MM, 1812, 470, 8
MM, 1812, 470, 22
MM, 1812, 470, 20
MM, 1811, 470, 10
MM, 1811, 470, 25
MM, 1811, 470, 15
MM, 1810, 470, 5
MM, 1809, 470, 5
MM, 1807, 470, 10
MM, 1805, 470, 10
MM, 1802, 470, 10
MM, 1799, 471, 10
MM, 1795, 472, 0
MM, 1791, 473, 10
MM, 1788, 473, 10
MM, 1784, 474, 0
MM, 1780, 475, 11
MM, 1776, 477, 9
MM, 1772, 480, 0
MM, 1769, 480, 15
MM, 1766, 481, 5
MM, 1763, 482, 0
MM, 1760, 483, 15
MM, 1759, 483, 5
MM, 1757, 484, 10
MM, 1755, 484, 5
MM, 1755, 484, 5
MM, 1754, 484, 10
MM, 1753, 484, 10
MM, 1752, 484, 5
MM, 1752, 484, 5
MM, 1751, 484, 10
MM, 1750, 484, 10
MM, 1750, 484, 10
MM, 1749, 484, 5
MM, 1748, 484, 5
MM, 1747, 484, 10
MM, 1747, 484, 10
MM, 1746, 484, 0
MM, 1745, 484, 10
MM, 1745, 485, 10
MM, 1744, 485, 0
MM, 1743, 485, 20
MM, 1742, 485, 0
MM, 1742, 485, 10
MM, 1741, 485, 10
MM, 1740, 485, 10
MM, 1739, 486, 0
MM, 1736, 486, 10
MM, 1734, 486, 10
MM, 1731, 486, 5
MM, 1728, 487, 5
MM, 1725, 487, 10
MM, 1724, 488, 10
MM, 1721, 488, 0
MM, 1720, 489, 10
MM, 1719, 489, 10
MM, 1719, 489, 0
MM, 1718, 489, 20
MM, 1717, 489, 20
MM, 1737, 486, 186000
MM, 1763, 481, 10
MM, 1780, 479, 5
MM, 1795, 477, 5
MM, 1804, 475, 11
MM, 1812, 474, 0
MM, 1816, 474, 9
